Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ChEA_2022	YY1 22570637 ChIP-Seq MALME-3M Human	13/839	5.167224e-01	7.444048e-01	0	0	1.017020e+00	6.714867e-01	IDI1;SCOC;ACBD5;DNAH14;TMEM176A;PLEKHA5;NEDD9;KLF4;VIL1;AZGP1;FOSB;CCNL2;JUNB
ChEA_2022	BCL6 27268052 Chip-Seq Bcells Human	24/1563	5.170595e-01	7.444048e-01	0	0	1.007596e+00	6.646076e-01	MAP3K2;SCOC;ELOVL5;RBM18;TMEM176A;VPS13B;SHROOM3;NEB;KRT10;SUMF1;ISG20;VIL1;PSMB7;AZGP1;CEACAM6;EPCAM;RPL7L1;ID1;MYH14;GRB2;CEP192;NCOA7;RPL15;JUNB
ChEA_2022	LDB1 21186366 ChIP-Seq BM-HSCs Mouse	22/1435	5.218466e-01	7.498378e-01	0	0	1.005814e+00	6.541631e-01	CMAS;ELOVL5;HEXA;ARPC4;SAT1;CPPED1;AQP1;ANAPC11;ISG20;MYO1E;PARD6B;HINT3;SUB1;RPL7L1;MYO5C;TRMT11;CCT8;SNRPC;OSBPL1A;SMPDL3A;MET;AP1M2
ChEA_2022	SOX6 21985497 ChIP-Seq MYOTUBES Mouse	23/1504	5.260498e-01	7.544125e-01	0	0	1.003065e+00	6.443281e-01	HBS1L;EGR2;HDAC2;RAB3IP;EYA4;CXCR4;COBL;MIF;DUSP6;F5;VIL1;AHI1;NT5DC1;BCLAF1;HINT3;NCOA7;GOPC;TRMT11;UBXN4;RAMP1;SMPDL3A;ATF3;ATG5
ChEA_2022	RUNX1 26923725 Chip-Seq MACROPHAGESS Mouse	1/49	5.294801e-01	7.578631e-01	0	0	1.346423e+00	8.561360e-01	RIF1
ChEA_2022	GATA3 21878914 ChIP-Seq MCF-7 Human	24/1574	5.313925e-01	7.591321e-01	0	0	9.998393e-01	6.321528e-01	SCOC;ACBD5;SEH1L;STARD10;ICA1;TNFRSF11B;MIF;GRHL2;GMCL1;CPPED1;SYTL2;EFNB2;SH3YL1;AZGP1;ESRP1;RAD21;MAL2;TRMT11;SNRPC;CDH17;ATF3;AP1M2;ATG5;TMED4
ChEA_2022	AF4 28076791 ChIP-Seq SEM Human Blood Leukemia	10/652	5.377828e-01	7.642093e-01	0	0	1.006019e+00	6.240342e-01	AHI1;JUP;PPP1R10;ELOVL5;CAPN7;CXCR4;SOX4;IER2;FRYL;HMGN1
ChEA_2022	TAF15 26573619 Chip-Seq HEK293 Human	3/185	5.379854e-01	7.642093e-01	0	0	1.065043e+00	6.602453e-01	ETNK1;LAMA3;NEB
ChEA_2022	SMAD3 21741376 ChIP-Seq HESCs Human	15/984	5.383400e-01	7.642093e-01	0	0	9.995730e-01	6.190006e-01	EDN1;MACC1;LAMA3;NEDD9;CXCR4;SPINT2;ETFB;KLF4;RAB25;EPSTI1;FLOT1;EPC2;TRIB1;ATF3;IER3
ChEA_2022	CTCF 21964334 Chip-Seq Bcells Human	25/1646	5.390774e-01	7.642093e-01	0	0	9.955275e-01	6.151326e-01	IFI6;TOB1;AQP1;EFNB2;S100A14;STX3;PHLDA2;IER2;ATG5;HEXIM1;MYLIP;EGR2;EDN1;MARCKSL1;ISG15;MYO1D;PRPF18;CEACAM6;ESRP1;ABI1;YME1L1;GOPC;TRIB1;RAMP1;PPIA
ChEA_2022	PHF8 20622854 ChIP-Seq HELA Human	24/1581	5.404615e-01	7.647065e-01	0	0	9.949602e-01	6.122307e-01	DSP;IDI1;UBE2H;JUP;ANXA4;EIF2AK1;HEXA;CLTA;SHROOM3;ARPC4;TMC4;SDCBP2;VIL1;AZGP1;CEACAM6;CLDN7;CEP192;CCNL2;KPNA5;JUNB;CEP76;RAMP1;AP1M2;PTPN2
ChEA_2022	OCT4 19829295 ChIP-Seq ESCs Human	24/1583	5.430445e-01	7.654613e-01	0	0	9.935742e-01	6.066406e-01	SUN1;UQCRB;CAV2;EIF2AK1;THYN1;HLA-C;COBL;ISG15;TMC4;GRHL2;HAUS1;NR4A1;CLDN3;CAPN7;RHEB;RPL7L1;FOSB;GRB2;EPC2;RPL15;KPNA5;TRIB1;MET;IER3
ChEA_2022	RUNX2 22187159 ChIP-Seq C42B Human ProstateCancer	2/119	5.440982e-01	7.654613e-01	0	0	1.104510e+00	6.722333e-01	CLDN4;CEP192
ChEA_2022	ARID1A 32646524 ChIP-Seq H9 Human BoneMarrow Lymphoma	2/119	5.440982e-01	7.654613e-01	0	0	1.104510e+00	6.722333e-01	CLDN4;CEP192
ChEA_2022	CIITA 25753668 ChIP-Seq RAJI Human	6/392	5.535408e-01	7.772679e-01	0	0	1.003812e+00	5.936746e-01	MYO1D;BRD2;PPP1R10;HLA-A;PPIA;HLA-E
ChEA_2022	TCF12/HEB 22897851 ChIP-Seq JUKARTE6-1 Human	24/1593	5.559002e-01	7.791026e-01	0	0	9.866973e-01	5.793556e-01	DDR1;MAP3K2;HBS1L;SEC13;SEH1L;ELOVL5;DNAH14;KRT8;THYN1;HLA-G;SDCBP2;GMCL1;AHI1;TMEM43;CAPN7;SUB1;TAX1BP1;AGR3;GRB2;PSMG2;SAMD12;PPIA;FRYL;PTPN2
ChEA_2022	RUNX2 24764292 ChIP-Seq MC3T3 Mouse	24/1600	5.648360e-01	7.901297e-01	0	0	9.819354e-01	5.609011e-01	HEXIM1;DDR1;BRD2;MYLIP;EGR2;ATP6V1G1;SLC44A4;GSN;JUP;ZFAND5;KRT8;COBL;KLF4;AQP1;ACTG1;HAUS1;TMEM43;AEBP2;MYO5C;FOSB;JUNB;RAB5A;IER2;IER3
ChEA_2022	EBNA2 21746931 ChIP-Seq IB4-LCL Human	17/1137	5.692320e-01	7.947768e-01	0	0	9.789652e-01	5.516147e-01	ELOVL5;ZNF292;SHROOM3;BRK1;SUMF1;HAUS1;ISG20;VIL1;SH3YL1;BCLAF1;CEACAM6;RPL7L1;EPG5;MYH14;OCIAD2;TRIB1;TMED4
ChEA_2022	SPI1 20176806 ChIP-Seq THIOMACROPHAGE Mouse	18/1209	5.768101e-01	8.038408e-01	0	0	9.744161e-01	5.361649e-01	BRD2;SCOC;ATP6V1G1;CMAS;CAV2;HEXA;ANXA13;SPINT2;RPL8;MTDH;MYO1E;AZGP1;EPCAM;ETNK1;NCOA7;TRIB1;AP1M2;PTPN2
ChEA_2022	FOXP1 21924763 ChIP-Seq HESCs Human	49/3273	5.808700e-01	8.079771e-01	0	0	9.778698e-01	5.312065e-01	SLC44A4;THYN1;RPL8;SAT1;HINT3;EPG5;EPC2;UBXN4;PHLDA2;SOX4;IER2;SEC13;ELOVL5;TMC4;DUSP6;TRIB1;PPIA;ATF3;LLGL2;NEDD9;SEZ6L2;GMCL1;EFNB2;PSMB7;NT5DC1;BCLAF1;RAB25;MYO6;S100A14;RHPN2;CCT8;RPL18;AP1M2;HEXIM1;GSN;JUP;STARD10;PLEKHA5;ARPC4;VIL1;MYO1D;NR4A1;RHEB;ID1;NFE2L3;FOSB;GRB2;GOPC;OSBPL1A
ChEA_2022	GATA1 30185409 ChIP-Seq K562 Mouse BoneMarrow Leukemia	12/810	5.823087e-01	8.084586e-01	0	0	9.698478e-01	5.244497e-01	DDR1;MYLIP;PARD6B;UBE2H;ANXA3;MACC1;NSMCE2;KRT10;GMCL1;FRYL;AQP1;IER3
ChEA_2022	ZFP42 18358816 ChIP-ChIP MESCs Mouse	15/1013	5.843188e-01	8.097302e-01	0	0	9.690243e-01	5.206650e-01	HEXIM1;BRD2;UQCRB;PPP1R10;CLTA;MTDH;ACTG1;AHI1;HINT3;RAB25;RHEB;YME1L1;RPL15;RAB5A;ATF3
ChEA_2022	ETS1 21867929 ChIP-Seq TH2 Mouse	22/1483	5.858099e-01	8.102791e-01	0	0	9.702150e-01	5.188321e-01	IDI1;TES;JUP;RIF1;EYA4;KRT8;NEDD9;GMCL1;DUSP6;SUMF1;LGALS4;NR4A1;AEBP2;CAPN7;AGR3;PLP2;TRIB1;PPIA;RAB5A;AP1M2;ATG5;TMEM14C
ChEA_2022	TP53 16413492 ChIP-PET HCT116 Human	4/269	5.892692e-01	8.123117e-01	0	0	9.743622e-01	5.153131e-01	GSN;AEBP2;BACH1;ATF3
ChEA_2022	FOXA1 26743006 Chip-Seq LNCaP-abl Human	24/1620	5.900406e-01	8.123117e-01	0	0	9.685602e-01	5.109774e-01	HEXIM1;HBS1L;EGR2;ACBD5;PLEKHA5;IFI6;THYN1;NEDD9;LMO7;TOB1;SUMF1;HERPUD1;KIAA1217;ODF2L;CLDN4;KRT18;AEBP2;FOSB;RHPN2;STX3;RPL18;UBXN4;JUNB;RAMP1
ChEA_2022	UTX 26944678 Chip-Seq JUKART Human	24/1621	5.912871e-01	8.123117e-01	0	0	9.679002e-01	5.085867e-01	HEXIM1;BRD2;IDI1;MARCKSL1;SEH1L;LAMA3;CXCR4;ISG15;KRT10;TOB1;GMCL1;MTDH;HERPUD1;ACTG1;KIAA1217;EFNB2;NR4A1;BCLAF1;RAD21;ID1;TRIB1;JUNB;SOX4;IER2
ChEA_2022	PDX1 19855005 ChIP-ChIP MIN6 Mouse	7/476	5.916703e-01	8.123117e-01	0	0	9.629370e-01	5.053549e-01	HEXIM1;MYLIP;PTDSS1;UQCRB;PPP1R10;CXCR4;RPL15
ChEA_2022	POU3F1 26484290 ChIP-Seq ESCss Mouse	23/1557	5.949276e-01	8.152711e-01	0	0	9.655908e-01	5.014464e-01	CDKN2B;ACBD5;JUP;STARD10;NSMCE2;PLEKHA5;ARPC5L;PCSK5;DUSP6;ANAPC11;F5;ISG20;AHI1;PARD6B;CDH1;ABI1;CHMP2B;FOSB;ITGB8;OSBPL1A;MET;ATF3;IER2
ChEA_2022	P63 26484246 Chip-Seq KERATINOCYTES Human	24/1627	5.987362e-01	8.189738e-01	0	0	9.639577e-01	4.944468e-01	HEXIM1;DDR1;DSP;EPHB6;BRD2;CDKN2B;JUP;PPP1R10;ANXA4;KRT8;SPINT2;KRT10;GRHL2;GMCL1;F5;PTDSS1;CDH1;ABI1;NCOA7;S100A14;UBXN4;JUNB;IER3;TMEM14C
ChEA_2022	NR3C2 34362910 ChIP-Seq WistarRat Hippocampus	22/1496	6.026043e-01	8.227438e-01	0	0	9.609725e-01	4.867274e-01	HBS1L;PTPRN2;KCNH8;NSMCE2;ARPC5L;ICA1;NEDD9;BRK1;SMC5;ARPC4;HACD3;SDCBP2;DUSP6;MTDH;MYO1D;PSMB7;DAD1;ID1;MYO6;EPC2;CDH17;FRYL
ChEA_2022	MEF2A 21415370 ChIP-Seq HL-1 Mouse	10/691	6.118487e-01	8.338270e-01	0	0	9.464646e-01	4.649699e-01	MARCKSL1;TMEM43;RHEB;RPL7L1;NSMCE2;SHROOM3;ARPC4;RHPN2;OCIAD2;IER2
ChEA_2022	POU2F1 35413990 ChIP-Seq Human ARnegCRProstateCancer	6/418	6.161975e-01	8.367271e-01	0	0	9.391986e-01	4.547485e-01	GSN;ESRP1;COBL;LMO7;TRIB1;SAT1
ChEA_2022	ZFP281 18358816 ChIP-ChIP MESCs Mouse	6/419	6.185081e-01	8.367271e-01	0	0	9.368759e-01	4.501173e-01	BRD2;BCLAF1;CLDN4;HDAC2;CDKN2A;UBQLN1
ChEA_2022	TP63 22573176 ChIP-Seq HFKS Human	49/3315	6.192146e-01	8.367271e-01	0	0	9.628332e-01	4.614893e-01	DDR1;HBS1L;RASEF;ARPC5L;SPINT2;RPL8;HERPUD1;LAPTM4B;IMMP2L;TMEM43;CAPN7;CDH1;FLOT1;CCNL2;IER3;DSP;ANXA3;ANXA13;KRT8;LMO7;MIF;SYTL2;DAD1;RPL7L1;PPIA;SMPDL3A;MET;LLGL2;IDI1;STK3;EFNB2;NT5DC1;S100A14;AP1M2;DTNA;JUP;YIPF3;CAV2;MACC1;PLEKHA5;ISG15;NEB;GRHL2;KRT19;ETNK1;ID1;GRB2;PLP2;OCIAD2
ChEA_2022	ELK4 26923725 Chip-Seq MESODERM Mouse	5/350	6.201911e-01	8.367271e-01	0	0	9.347826e-01	4.465715e-01	EFNB2;AEBP2;DAD1;CHMP2B;DUSP6
ChEA_2022	HCFC1 20581084 ChIP-Seq MESCs Mouse	3/209	6.206416e-01	8.367271e-01	0	0	9.398026e-01	4.482872e-01	TMEM43;ABI1;CCT8
ChEA_2022	CREB1 26743006 Chip-Seq LNCaP Human	24/1645	6.207611e-01	8.367271e-01	0	0	9.523053e-01	4.540678e-01	HEXIM1;GSTM3;ACBD5;MARCKSL1;KCNH8;DNAH14;IFI6;ISG15;SDCBP2;EFNB2;PARD6B;ODF2L;CLDN4;ID1;MYO6;FOSB;MYH14;EPC2;PHLDA2;JUNB;RAMP1;SOX4;IER2;LLGL2
ChEA_2022	NR3C2 34362910 ChIP-Seq WistarRat Hippocampus Stress	14/974	6.285539e-01	8.449432e-01	0	0	9.388960e-01	4.359608e-01	NPSR1;ARPC5L;NEDD9;BRK1;SMC5;LMO7;ARPC4;HACD3;DUSP6;MTDH;PRPF18;ID1;EPG5;JUNB
ChEA_2022	OCT4 21477851 ChIP-Seq ESCs Mouse	22/1517	6.291402e-01	8.449432e-01	0	0	9.463819e-01	4.385545e-01	HBS1L;EGR2;HDAC2;RAB3IP;EYA4;CXCR4;COBL;MIF;DUSP6;F5;VIL1;AHI1;BCLAF1;GRB2;NCOA7;TRMT11;UBXN4;RAMP1;SMPDL3A;ATF3;ATG5;LLGL2
ChEA_2022	PU.1 20513432 ChIP-Seq Bcells Mouse	22/1520	6.328664e-01	8.484079e-01	0	0	9.443310e-01	4.320275e-01	DDR1;HBS1L;IDI1;RPL30;CXCR4;RPL8;MTDH;F5;NR4A1;MYO1E;EPCAM;CAPN7;DAD1;RAD21;CLDN7;TRMT11;SNRPC;OSBPL1A;PPIA;CDH17;AP1M2;TMEM14C
ChEA_2022	POU3F2 20337985 ChIP-ChIP 501MEL Human	19/1319	6.356233e-01	8.505629e-01	0	0	9.400350e-01	4.259760e-01	EPHB6;HBS1L;CDKN2B;HDAC2;DTNA;HOMER1;GOLT1B;CDKN2A;RAB3IP;ICA1;SHROOM3;KRT10;AHI1;PTDSS1;MYO6;ENPP2;ITGB8;CEP76;MET
ChEA_2022	MYCN 27167114 Chip-Seq NEUROBLASTOMA Human	23/1594	6.406446e-01	8.557347e-01	0	0	9.409284e-01	4.189770e-01	HEXIM1;IDI1;EGR2;MARCKSL1;UQCRB;MACC1;STARD10;RASEF;PLEKHA5;LMO7;MIF;KLF4;TOB1;DUSP6;CPPED1;ACTG1;PARD6B;YME1L1;CCNL2;PHLDA2;IER2;FRYL;LLGL2
ChEA_2022	ZFP322A 24550733 ChIP-Seq MESCs Mouse	1/67	6.434691e-01	8.579588e-01	0	0	9.783194e-01	4.313227e-01	IMMP2L
ChEA_2022	VDR 21846776 ChIP-Seq THP-1 Human	9/641	6.463175e-01	8.602067e-01	0	0	9.171175e-01	4.002892e-01	HEXIM1;BRD2;SCOC;PTPRN2;GSN;RPL8;JUNB;GRHL2;ACTG1
ChEA_2022	GATA3 21867929 ChIP-Seq CD8 Mouse	20/1397	6.486389e-01	8.617464e-01	0	0	9.335321e-01	4.041066e-01	ATP6V1G1;PTPRN2;RAB3IP;TMEM176A;COBL;MEA1;SDCBP2;ANAPC11;HAUS1;LGALS4;PARD6B;KRT19;RAD21;MYO5C;ID1;AGR3;RPL15;TRMT11;TRIB1;CEP76
ChEA_2022	PU.1 20176806 ChIP-Seq MACROPHAGES Mouse	21/1469	6.536236e-01	8.658853e-01	0	0	9.318025e-01	3.962244e-01	EGR2;ATP6V1G1;UBE2H;CMAS;HSPA5;CAV2;ANXA4;NSMCE2;SHROOM3;TOB1;LGALS4;GGCT;NR4A1;AZGP1;CLDN3;CAPN7;ETNK1;RPL7L1;PLP2;SNRPC;TRIB1
ChEA_2022	GATA2 26923725 Chip-Seq HEMANGIOBLAST Mouse	1/69	6.542966e-01	8.658853e-01	0	0	9.494485e-01	4.027508e-01	EFNB2
ChEA_2022	RNF2 16625203 ChIP-ChIP MESCs Mouse	12/854	6.552646e-01	8.658853e-01	0	0	9.170267e-01	3.876421e-01	EFNB2;EGR2;EDN1;HSPA5;RHEB;FOSB;CXCR4;PHLDA2;PCSK5;ATF3;SOX4;DUSP6
ChEA_2022	FLI1 26923725 Chip-Seq MACROPHAGESS Mouse	21/1473	6.585301e-01	8.686493e-01	0	0	9.290318e-01	3.880985e-01	SEC13;MARCKSL1;SLC44A4;ELOVL5;ANXA4;CLTA;NEDD9;COBL;SPINT2;KLF4;TMC4;GMCL1;SYTL2;GGCT;PSMB7;CAPN7;ESRP1;ABI1;CCT8;ATG5;LLGL2
ChEA_2022	KLF4 26769127 Chip-Seq PDAC-Cell Line Human	24/1678	6.597332e-01	8.686878e-01	0	0	9.316012e-01	3.874714e-01	GSTM3;EGR2;MARCKSL1;CAV2;EYA4;KRT8;NEDD9;ISG15;BACH1;SAT1;F5;EFNB2;ISG20;ODF2L;KRT18;ETNK1;ABI1;MYH14;CCT8;PHLDA2;OSBPL1A;MET;ATF3;TMEM14C
ChEA_2022	SCL 21571218 ChIP-Seq MEGAKARYOCYTES Human	21/1478	6.646142e-01	8.731267e-01	0	0	9.255899e-01	3.781484e-01	HEXIM1;EPHB6;HBS1L;SCOC;ANXA3;EIF2AK1;TMEM176A;NSMCE2;CXCR4;SHROOM3;AREG;DUSP6;EFNB2;MYO1D;CLDN3;EPSTI1;GRB2;NCOA7;SAMD12;PRSS2;JUNB
ChEA_2022	SMARCD1 25818293 ChIP-Seq ESCs Mouse	24/1683	6.654641e-01	8.731267e-01	0	0	9.285360e-01	3.781653e-01	PTPRN2;DTNA;SEH1L;CAV2;COBL;RPL8;KLF4;PCSK5;GRHL2;SYTL2;MYO1D;MYO1E;SH3YL1;IMMP2L;BCLAF1;RPL7L1;MYO6;PPFIA1;YME1L1;NCOA7;SAMD12;OSBPL1A;FRYL;ATG5
ChEA_2022	RCOR2 21632747 ChIP-Seq MESCs Mouse	4/298	6.690481e-01	8.762754e-01	0	0	8.769408e-01	3.524419e-01	EDN1;ANXA4;IER2;MTDH
ChEA_2022	SOX11 22085726 ChIP-Seq ESNs Mouse	21/1484	6.718420e-01	8.783800e-01	0	0	9.214907e-01	3.665064e-01	GSTM3;SEC13;SUN1;SEH1L;PPP1R10;CAV2;MACC1;ZFR;SHROOM3;NEB;KRT10;CPPED1;HAUS1;NT5DC1;TMEM43;CDH1;MYO6;RHPN2;UBXN4;SNRPC;AP1M2
ChEA_2022	ETS2 20176728 ChIP-ChIP TROPHOBLAST STEM CELLS Mouse	2/151	6.732117e-01	8.786185e-01	0	0	8.658826e-01	3.426258e-01	KRT19;ATF3
ChEA_2022	PAX6 23342162 ChIP-ChIP BETA-FORBRAIN-LENS Mouse	9/658	6.766072e-01	8.811999e-01	0	0	8.922979e-01	3.485890e-01	EFNB2;MYO1E;SEC13;GOLT1B;NSMCE2;SPIN1;NEDD9;EPC2;KLF4
ChEA_2022	HAND2 30127528 ChIP-Seq KELLY Human Brain Neuroblastoma	49/3383	6.782356e-01	8.811999e-01	0	0	9.392914e-01	3.646898e-01	HEXA;RASEF;ICA1;BRK1;ETFB;AQP1;HERPUD1;PIEZO2;FLOT1;ITGB8;NELFCD;JUNB;SOX4;IER2;BRD2;SEC13;SUN1;RBM18;KCNH8;KRT8;SHROOM3;MIF;DUSP6;KIAA1217;DAD1;TAX1BP1;SELENOW;NCOA7;TRIB1;ATF3;GOLGA8A;LLGL2;IDI1;TOB1;EFNB2;NT5DC1;ATP5F1A;ATG5;HEXIM1;JUP;EIF2AK1;STARD10;PLEKHA5;NR4A1;KRT19;ID1;OSBPL1A;RAMP1;FRYL
ChEA_2022	NR3C1 23031785 ChIP-Seq PC12 Mouse	10/730	6.796319e-01	8.811999e-01	0	0	8.933616e-01	3.450197e-01	HBS1L;CYB5A;PARD6B;DAD1;ID1;ZFAND5;NSMCE2;KRT8;ICA1;DUSP6
ChEA_2022	ESR1 15608294 ChIP-ChIP MCF-7 Human	1/74	6.799529e-01	8.811999e-01	0	0	8.841925e-01	3.410611e-01	CMAS
ChEA_2022	SOX2 18358816 ChIP-ChIP MESCs Mouse	8/591	6.829250e-01	8.814607e-01	0	0	8.830212e-01	3.367580e-01	EDN1;JUP;RIF1;ID1;SHROOM3;COBL;EPC2;TMED4
ChEA_2022	ESRRB 18555785 ChIP-Seq MESCs Mouse	15/1081	6.838715e-01	8.814607e-01	0	0	9.039108e-01	3.434728e-01	DDR1;BRD2;SEH1L;UQCRB;SHROOM3;WDR72;ETFB;TOB1;GMCL1;MYO5C;SPIN1;UBQLN1;SMPDL3A;AP1M2;TMEM14C
ChEA_2022	HTT 18923047 ChIP-ChIP STHdh Human	4/304	6.841612e-01	8.814607e-01	0	0	8.591362e-01	3.260953e-01	AHI1;DTNA;TAX1BP1;JUNB
ChEA_2022	BMI1 19503595 ChIP-Seq MEFsC Mouse	7/521	6.849188e-01	8.814607e-01	0	0	8.765767e-01	3.317448e-01	MYO5C;KRT8;NFE2L3;WDR72;RHPN2;RAB5A;SOX4
ChEA_2022	CTCF 21964334 ChIP-Seq BJAB-B Human	23/1638	6.916838e-01	8.859921e-01	0	0	9.130712e-01	3.365821e-01	NPSR1;EPHB6;EGR2;SEC13;MARCKSL1;ICA1;IFI6;ISG15;MIF;TOB1;F5;EFNB2;MYO1D;PARD6B;PRPF18;YME1L1;GRB2;S100A14;STX3;RAMP1;SMPDL3A;PTPN2;ATG5
ChEA_2022	TBX2 30127528 ChIP-Seq BE2C Human Brain Neuroblastoma	12/878	6.920013e-01	8.859921e-01	0	0	8.904776e-01	3.278449e-01	EFNB2;IMMP2L;RASEF;PLEKHA5;ICA1;SHROOM3;TRIB1;BACH1;TOB1;JUNB;DUSP6;HMGN1
ChEA_2022	AUTS2 25519132 ChIP-Seq 293T-REX Human	11/809	6.936529e-01	8.859921e-01	0	0	8.860033e-01	3.240854e-01	EPHB6;NR4A1;SCOC;CEACAM6;RHEB;MACC1;ZNF292;ARPC4;KLF4;AQP1;HLA-E
ChEA_2022	POU5F1 18358816 ChIP-ChIP MESCs Mouse	7/526	6.944006e-01	8.859921e-01	0	0	8.679055e-01	3.165306e-01	CLDN4;HDAC2;RIF1;ENPP2;COBL;EPC2;DUSP6
ChEA_2022	SALL1 21062744 ChIP-ChIP HESCs Human	1/77	6.944263e-01	8.859921e-01	0	0	8.491603e-01	3.096627e-01	COBL
ChEA_2022	ESET 19884257 ChIP-Seq ESCs Mouse	19/1369	6.985544e-01	8.897250e-01	0	0	9.027584e-01	3.238576e-01	HEXIM1;DDR1;IDI1;HDAC2;TES;RIF1;STARD10;VPS13B;MTDH;ACTG1;LAPTM4B;AHI1;PARD6B;DAD1;RPL7L1;EPSTI1;OSBPL1A;SMPDL3A;IER3
ChEA_2022	PU.1 20513432 ChIP-Seq MACROPHAGES Mouse	21/1509	7.010635e-01	8.899266e-01	0	0	9.047663e-01	3.213340e-01	DDR1;EGR2;UBE2H;CMAS;CAV2;RPL8;MTDH;F5;GGCT;AZGP1;KRT19;EPCAM;CAPN7;RAD21;S100A14;SNRPC;OSBPL1A;TRIB1;PPIA;ATF3;TMEM14C
ChEA_2022	NANOG 20526341 ChIP-Seq ESCs Human	22/1579	7.024105e-01	8.899266e-01	0	0	9.056013e-01	3.198922e-01	HEXIM1;BRD2;SCOC;DTNA;JUP;ANXA3;RBM18;DNAH14;KRT10;TOB1;CPPED1;LGALS4;CEACAM6;RPL7L1;CHMP2B;CLDN7;AGR3;NCOA7;RPL15;CCNL2;SAMD12;UBXN4
ChEA_2022	FOXA1 25329375 ChIP-Seq VCAP Human	22/1580	7.035231e-01	8.899266e-01	0	0	9.049701e-01	3.182369e-01	IDI1;SCOC;GOLT1B;HSPA5;CAV2;KRT8;THYN1;VPS13B;COBL;KRT10;MEA1;DUSP6;AQP1;SUMF1;GGCT;RAD21;ABI1;MAL2;NCOA7;KPNA5;LLGL2;TMEM14C
ChEA_2022	FOXA1 27270436 Chip-Seq PROSTATE Human	22/1580	7.035231e-01	8.899266e-01	0	0	9.049701e-01	3.182369e-01	IDI1;SCOC;GOLT1B;HSPA5;CAV2;KRT8;THYN1;VPS13B;COBL;KRT10;MEA1;DUSP6;AQP1;SUMF1;GGCT;RAD21;ABI1;MAL2;NCOA7;KPNA5;LLGL2;TMEM14C
ChEA_2022	TAL1 30185409 ChIP-Seq K562 Mouse BoneMarrow Leukemia	13/957	7.049090e-01	8.899947e-01	0	0	8.843271e-01	3.092373e-01	DDR1;MYLIP;UBE2H;ANXA3;MACC1;NSMCE2;KRT10;GMCL1;AQP1;PARD6B;ATF3;FRYL;IER3
ChEA_2022	RING1B 27294783 Chip-Seq ESCs Mouse	23/1651	7.059823e-01	8.899947e-01	0	0	9.051288e-01	3.151342e-01	BRD2;EGR2;CDKN2B;HDAC2;KCNH8;EYA4;KRT8;CXCR4;MIF;PCSK5;DUSP6;ACTG1;ISG20;MYO1D;LAPTM4B;CLDN3;KRT18;EPCAM;ESRP1;CLDN7;UBXN4;ATF3;SOX4
ChEA_2022	LYL1 30185409 ChIP-Seq K562 Mouse BoneMarrow Leukemia	13/960	7.090728e-01	8.923705e-01	0	0	8.813846e-01	3.030174e-01	DDR1;MYLIP;UBE2H;ANXA3;MACC1;NSMCE2;KRT10;GMCL1;AQP1;PARD6B;ATF3;FRYL;IER3
ChEA_2022	PPARD 21283829 ChIP-Seq MYOFIBROBLAST Human	39/2749	7.122920e-01	8.925267e-01	0	0	9.189232e-01	3.117606e-01	CMAS;RASEF;CXCR4;GMCL1;MTDH;ACTG1;EFNB2;LAPTM4B;HINT3;MYO6;MAL2;AGR3;RPL15;KPNA5;STX3;SAMD12;CEP76;CDKN2B;SUN1;PTPRN2;JUP;CAV2;KCNH8;DNAH14;EYA4;NEB;KLF4;HLA-G;SDCBP2;GGCT;NR4A1;KRT18;RHEB;ID1;SNRPC;TRIB1;FRYL;PTPN2;LLGL2
ChEA_2022	YY1 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	16/1173	7.132756e-01	8.925267e-01	0	0	8.870573e-01	2.997254e-01	HBS1L;BRD2;RPL30;HDAC2;UQCRB;PPP1R10;LAMA3;SUMF1;PSMB7;AHI1;BCLAF1;RPL7L1;RAD21;YME1L1;RPL18;MET
ChEA_2022	SOX2 21211035 ChIP-Seq LN229 Human	22/1590	7.145195e-01	8.925267e-01	0	0	8.987029e-01	3.020945e-01	MYLIP;CYB5A;EGR2;UBE2H;HSPA5;TMEM176A;KRT8;CXCR4;ISG15;KRT10;RPL8;STK3;KIAA1217;EFNB2;IMMP2L;TMEM43;CAPN7;MYO5C;EPSTI1;TAX1BP1;GRB2;RAMP1
ChEA_2022	CTCF 26484167 Chip-Seq Bcells Mouse	21/1521	7.145561e-01	8.925267e-01	0	0	8.969366e-01	3.014549e-01	EGR2;EDN1;CDKN2B;ACBD5;EIF2AK1;RAB3IP;NEDD9;CXCR4;MYO1D;LAPTM4B;PRPF18;CAPN7;RPL7L1;ABI1;GOPC;S100A14;PSMG2;RAMP1;AP1M2;PTPN2;TMED4
ChEA_2022	RARG 19884340 ChIP-ChIP MEFs Mouse	4/317	7.152275e-01	8.925267e-01	0	0	8.229013e-01	2.757992e-01	TNFRSF11B;JUNB;SAT1;DUSP6
ChEA_2022	SOX2 21211035 ChIP-Seq GBM Human Brain Glioblastoma	1/82	7.171131e-01	8.933733e-01	0	0	7.965400e-01	2.648668e-01	PHLDA2
